epoch,train_time,mean_loss,mean_rmse,val_time,val_num_tuples,val_loss,val_std,val_mse,val_mape,val_median_q_error_50,val_median_q_error_95,val_median_q_error_99,epoch_time,stop_early
0,176.5987711580001,3402.3406,42321.15817861601,19.034516042999712,1824,3.4627552032470703,7038.58,7389.7466,1.5213375,2.802377700805664,8.237264919281005,13.022483654022215,195.65254556500076,False
1,185.33503371000006,3.6051779,7450.80421777519,19.918315758000062,1824,3.412149429321289,7038.5796,7337.235,1.5508444,2.7839977741241455,8.343866634368895,12.628607234954833,205.26497019899944,False
2,177.81547151999985,3.5400388,7458.994666324543,19.37021955899945,1824,3.4039759635925293,7038.58,7524.2153,1.3970747,2.8523037433624268,7.738366937637327,12.412710552215575,197.1980829260001,False
3,169.53777595500014,3.4808764,7478.337492467594,19.026889380000284,1824,3.2912864685058594,7038.58,7408.1196,1.4151816,2.8252947330474854,7.646202278137206,11.244769515991205,188.5742367970006,False
4,168.9752684469995,3.3315763,7362.861494412756,21.03624044099979,1824,3.046971559524536,7038.58,6868.3213,1.4066665,2.5035769939422607,7.117170763015743,9.792693424224849,190.02926893600034,False
5,185.4445928160003,3.086965,7042.905383675619,21.17334762199971,1824,2.9163947105407715,7038.58,6733.321,1.2900157,2.371161699295044,6.691097688674922,10.14892879486084,206.63559675100078,False
6,178.67290321200016,3.0191567,6931.039460116771,21.27541755600032,1824,2.862781524658203,7038.58,6413.3804,1.2963158,2.238039493560791,6.7473373889923085,11.088115634918212,199.95918540599996,False
7,174.2378196489999,2.9032507,6756.287932441195,21.54091110799982,1824,2.781318426132202,7038.5796,6654.1895,1.1286962,2.299881935119629,6.144974422454831,9.019262828826903,195.7933922279999,False
8,168.55731219599966,2.855245,6824.471157505715,18.79114056799972,1824,2.744257688522339,7038.58,6526.083,1.1393758,2.277775764465332,6.013280010223388,9.5393332862854,187.35511674000008,False
9,173.16572980100045,2.8247116,6783.079892559698,21.36836640600086,1824,2.702533721923828,7038.58,6582.063,1.160549,2.223785638809204,5.982139158248897,9.284832038879395,194.5447515220003,False
10,178.39018188599948,2.7885563,6760.754425898633,18.898354175999884,1824,2.6509037017822266,7038.58,6276.4697,1.2115325,2.1185519695281982,6.102998065948486,9.290539150238036,197.29935454800034,False
11,172.13974271400002,2.723167,6685.863634723397,20.433283084999857,1824,2.5799429416656494,7038.5796,6548.701,0.96311384,2.099334478378296,5.7535011768341064,8.813296489715574,192.58939746899978,False
12,187.2966686260006,2.6048312,6502.615345965793,21.219307428999855,1824,2.4332005977630615,7038.58,5868.8076,0.91525733,1.8871251344680786,5.386882400512686,9.382760944366455,208.5324066230005,False
13,180.81897738299995,2.4879048,6171.929107103288,20.65958087999934,1824,2.4262046813964844,7038.58,6240.78,0.66459554,1.8532119989395142,5.526857423782346,10.256333618164062,201.48804535399904,False
14,167.98228376299994,2.4050975,6062.36693458651,21.51741978500104,1824,2.2283639907836914,7038.58,5687.893,0.86311686,1.7819432020187378,4.895947217941283,7.507032842636105,189.51743588800127,False
15,184.627067034,2.3191786,5829.568734433613,20.891543436000575,1824,2.192354917526245,7038.58,5605.7026,0.66848433,1.7238167524337769,4.741401958465574,8.317498912811274,205.5319156759997,False
16,184.61501972800033,2.239868,5502.328985622921,20.134916779999912,1824,2.099341869354248,7038.58,5185.702,0.6657171,1.648490071296692,4.531403684616088,8.172258033752442,204.76220961699983,False
17,178.70560680000017,2.1677308,5383.450143261118,18.84123626099972,1824,2.032621383666992,7038.58,5077.955,0.71949697,1.6386817693710327,4.273026371002196,7.28286705970764,197.56345331199918,False
18,165.91918700099995,2.117997,5271.498957510043,18.927500173000226,1824,1.991400957107544,7038.5796,4914.633,0.63534576,1.5665661096572876,4.172808313369748,7.832604742050168,184.86209846199927,False
19,181.996336365999,2.090496,5294.978137961684,21.34276175100058,1824,2.0181407928466797,7038.58,5014.972,0.5617043,1.5594677925109863,4.5373424053192135,8.220571041107174,203.350057439,False
20,183.8510572970008,2.0655222,5378.352671824026,21.404487858999346,1824,1.9478578567504883,7038.58,4774.403,0.6193797,1.5266026258468628,4.051065492630002,7.366857776641845,205.27015844900052,False
21,173.55936703999942,2.0540833,5320.520192395554,19.700861519999307,1824,2.0057125091552734,7038.58,5001.369,0.54835546,1.544970989227295,4.284354114532469,8.430661621093746,193.26691258600113,False
22,183.30362947899994,2.0388236,5284.039834280247,20.1397460219996,1824,1.971307396888733,7038.5796,5193.676,0.6803591,1.5937098264694214,4.009006929397578,6.909186983108518,203.45314995100125,False
23,165.36053186299978,2.0183287,5212.0382712417995,19.235893385000963,1824,1.9481723308563232,7038.5796,4901.4893,0.5850285,1.5387258529663086,4.146820783615112,7.16023181915283,184.59992158800014,False
24,165.81728720799947,1.9980667,5166.70404745538,21.0136292469997,1824,1.906409740447998,7038.58,4735.7915,0.5521929,1.477043867111206,4.118217945098874,7.284748392105095,186.8409322970001,False
25,171.9989451729998,1.9970071,5133.458369296725,21.165886167998906,1824,1.8941326141357422,7038.58,4617.1367,0.6039567,1.4908589124679565,4.030631017684932,7.433381919860841,193.17221443199924,False
26,169.97655343099905,1.9692872,4920.529187424386,20.461725666000348,1824,2.045339584350586,7038.58,5100.967,0.4862907,1.5425101518630981,4.30962505340576,9.129545402526851,190.44568459900074,False
27,184.28571939200083,1.9536002,4960.041717655084,21.46471791499971,1824,1.8743202686309814,7038.5796,4483.6904,0.6073472,1.487615942955017,3.8508592605590786,6.9601434230804395,205.76071574300113,False
28,179.66223475100014,1.964457,5034.58472919341,21.25389394999911,1824,2.039376974105835,7038.5796,4992.7256,0.49852926,1.5758086442947388,4.515618228912352,8.029057083129878,200.91966845500065,False
29,170.22871748000034,1.942668,4822.773762743301,19.081237811000392,1824,1.870153546333313,7038.5796,4631.507,0.65659225,1.472916603088379,3.9127694606781005,7.336299839019768,189.31651420399976,False
30,166.8989921909997,1.9451923,4861.348599628064,18.993212972000038,1824,1.8499224185943604,7038.5796,4611.3696,0.5456469,1.4558264017105103,3.904897022247313,7.030574216842649,185.89831265300018,False
31,174.54015256599996,1.9225504,4794.6155246601065,21.00350503000118,1824,1.9020493030548096,7038.58,4571.243,0.5196237,1.4981895685195923,4.002649927139279,7.590086374282836,195.5468496680005,False
32,183.4248186219993,1.9157428,4827.600306764222,19.73157991199878,1824,1.8313674926757812,7038.58,4436.622,0.55303603,1.4368114471435547,3.8346894264221185,7.038099002838134,203.16911790999984,False
33,170.08192658400003,1.9021153,4739.941031061731,21.35894695799834,1824,1.8362245559692383,7038.58,4344.712,0.5634325,1.4510518312454224,3.856491231918335,6.443642520904539,191.45167176199902,False
34,188.2598602500002,2.0564904,5129.501301728382,21.276092309999513,1824,1.9443341493606567,7038.5796,4453.4707,0.6913304,1.542864203453064,4.000228357315062,7.238466577529905,209.5398864730014,False
35,183.35555458899944,1.9416653,4860.390639152729,18.720519575999788,1824,1.8736952543258667,7038.5796,4490.2515,0.53737617,1.4650553464889526,3.9883482694625836,6.796318702697751,202.07911014599995,False
36,182.98651298599907,1.9046688,4802.3707887497585,21.07515058699937,1824,1.944153904914856,7038.58,5046.4746,0.49437106,1.5538498163223267,4.172711563110348,6.948810281753536,204.06588644399926,False
37,170.75343572100064,1.8907567,4758.069784580673,21.21050354199906,1824,2.095818519592285,7038.5796,5349.782,0.47639728,1.6735076904296875,4.731536102294921,8.667117862701417,191.9712237120002,False
38,178.65500568500102,1.887345,4731.344019318845,20.79194448599992,1824,1.7827342748641968,7038.5796,4202.817,0.6128462,1.419184923171997,3.7343685150146486,6.305052795410154,199.4640511889993,False
39,188.5630695009986,1.8759747,4680.704832123189,21.18572729100015,1824,1.8393019437789917,7038.58,4361.6255,0.49447367,1.4382189512252808,3.696544790267942,6.737229213714597,209.75583939699936,False
40,173.333527453,1.8574078,4623.274867425217,18.72452883799997,1824,1.7747749090194702,7038.58,4100.574,0.48673138,1.4077264070510864,3.552810907363891,6.833769960403441,192.07014385399998,False
41,167.88487158399948,1.8622379,4739.033441811756,20.226696306999656,1824,1.7492960691452026,7038.58,4161.1504,0.52022254,1.4042149782180786,3.556898713111875,5.895847177505491,188.12092906700127,False
42,168.84422525800073,1.839206,4548.468630813052,19.166771445999984,1824,1.8656625747680664,7038.58,4391.222,0.44896266,1.4898368120193481,4.0081278324127165,7.1290580272674555,188.0186301499998,False
43,189.00564368099913,1.8507749,4631.550058841788,19.6646142339996,1824,1.9624767303466797,7038.5796,4687.6646,0.43869498,1.5345349311828613,4.2800630569458,8.340379467010498,208.67623472800005,False
44,177.23182583500056,1.8383255,4635.4071250172055,21.24012576700079,1824,1.7490389347076416,7038.5796,4030.4368,0.5730707,1.4192461967468262,3.6069930791854854,5.733386402130126,198.48111711800084,False
45,170.77646003300106,1.8215882,4569.629136247298,21.314608667000357,1824,1.7183802127838135,7038.5796,3973.6326,0.5252377,1.3944998979568481,3.313832092285155,6.140572900772093,192.1048515429993,False
46,181.67568665,1.8178035,4574.619690410059,19.317721844001426,1824,1.741223931312561,7038.58,4058.718,0.56443006,1.3961294889450073,3.539318752288818,5.805439901351929,200.99680742199962,False
47,175.008498135001,1.8168638,4447.190030062889,21.335270423998736,1824,1.748258113861084,7038.5796,3864.631,0.5018608,1.3901540040969849,3.412433052062988,6.708290395736693,196.35439323900027,False
48,181.27994493799997,1.8146372,4530.2168280700735,18.722989425999913,1824,1.7542431354522705,7038.58,4196.493,0.4651337,1.4137778282165527,3.4821817159652704,6.132870273590087,200.00633658600054,False
49,178.76700288899883,1.8105675,4480.8184021304105,21.46608539800036,1824,1.816719889640808,7038.58,4475.747,0.45372736,1.4453718662261963,3.8009579658508272,5.9210111808776835,200.2365678670012,False
50,184.51859853099995,1.8194195,4522.114143872951,18.944032084000355,1824,1.7109183073043823,7038.58,3953.2131,0.46919498,1.3986105918884277,3.429382896423339,5.580781564712523,203.4686612159985,False
51,177.10612922200016,1.7997164,4439.4830284851305,21.205754522999996,1824,1.7156902551651,7038.58,4009.161,0.44662464,1.3907119035720825,3.3369790077209434,6.0599516868591286,198.31596404599986,False
52,189.31346924799982,1.7914182,4416.95272928708,19.24894742700053,1824,1.6968920230865479,7038.58,3913.633,0.4790188,1.3609235286712646,3.336010742187499,6.228766965866089,208.5684023619997,False
53,187.01262642799884,1.7968354,4425.582039966282,21.366283021001436,1824,1.8365877866744995,7038.5796,4742.9883,0.45074472,1.4941437244415283,3.7259488582611056,6.112568950653072,208.38335338199977,False
54,168.34858232699844,1.7938162,4365.379526627216,18.873917943001288,1824,1.8597798347473145,7038.58,4731.1675,0.44541577,1.4845795631408691,3.753218913078308,7.203928232192991,187.2263006159992,False
55,169.0738738550026,1.7857206,4375.13736912777,19.063299030000053,1824,1.696265459060669,7038.5796,3918.5862,0.4490044,1.378468632698059,3.485321283340453,5.911133642196655,188.14117897699907,False
56,177.37608532100057,4.1856103,9431.086658780136,21.339811629000906,1824,4.562834739685059,7038.58,8177.946,1.9476929,2.676666736602783,11.79227018356323,23.816164932250953,198.7194716970007,False
57,182.04781735900178,3.5613403,7413.359491423738,19.495233259000088,1824,2.9247710704803467,7038.5796,6837.85,1.0212371,2.2655203342437744,6.360557889938351,10.754868984222405,201.54659720400014,False
58,173.53999822399783,2.9197538,6491.80421427293,19.07376507799927,1824,2.48262882232666,7038.58,5942.039,0.94066393,1.945407509803772,5.686895942687988,9.95316259384155,192.61720358299863,False
59,168.9168962850017,2.5750895,5784.082016694032,19.097882264999498,1824,2.31321120262146,7038.5796,5216.834,0.84310746,1.721220850944519,5.608971309661862,9.706822566986084,188.01849985100125,False
60,164.58696519700243,2.477092,5556.996074252388,18.65452138299952,1824,2.425313949584961,7038.58,5780.458,0.6702581,1.7384737730026245,6.0212930679321275,11.409357223510742,183.24484546500025,False
61,173.19537539099838,2.4026594,5435.746966950784,18.958349338001426,1824,2.1900017261505127,7038.5796,5139.3364,0.7205017,1.6606569290161133,5.105772161483763,8.288272533416746,192.15691690199674,False
62,179.94972370200048,2.3233404,5375.068475541818,21.316668395997112,1824,2.118569850921631,7038.58,4994.6987,0.6630163,1.6200380325317383,4.948396587371825,8.306363983154293,201.269867119001,False
63,188.3851994769975,2.2771077,5287.535325704437,19.597342998000386,1824,2.058920383453369,7038.58,4851.1333,0.6632,1.5794751644134521,4.916441249847412,7.563807287216185,207.98575717700078,False
64,175.21524046899867,2.2142618,5253.499567673429,20.268897271998867,1824,2.0145466327667236,7038.58,4820.3735,0.6427976,1.5519567728042603,4.619049549102774,7.1947822189331045,195.48841162799727,False
65,170.141119265998,2.1626217,5262.889385176072,19.176021655999648,1824,2.003674030303955,7038.58,4758.42,0.6741316,1.5899618864059448,4.4543014526367175,6.938619604110716,189.3207158969999,False
66,171.06110378000085,2.1133628,5190.793515517871,21.341881224001554,1824,1.9964650869369507,7038.5796,4833.891,0.60304725,1.5648267269134521,4.39582085609436,7.693154191970822,192.4066947829997,False
67,174.12545330399735,2.069382,5070.786100807238,21.351783797999815,1824,1.9437543153762817,7038.58,4704.8633,0.5796121,1.510513424873352,4.309423398971557,7.266662492752073,195.48149317800198,False
68,166.61598474700077,2.0328841,4902.895715704928,19.569483445000515,1824,1.8794636726379395,7038.5796,4527.856,0.58735186,1.4658571481704712,4.095724821090698,6.848973379135128,186.18909992200133,False
69,177.65543068099942,1.9857408,4815.893625679845,19.116322292000405,1824,1.8770846128463745,7038.58,4326.6235,0.5182834,1.4295926094055176,4.021013498306272,7.930364227294919,196.77502391399685,False
70,168.41276984200158,1.9534991,4712.388826010753,18.920515637997596,1824,1.8493787050247192,7038.58,4314.2144,0.5728998,1.4643058776855469,3.971940445899959,6.848461570739745,187.33655249000003,False
71,181.48887504899903,1.9267578,4685.9567132649945,19.03107865799757,1824,1.9233169555664062,7038.58,4562.474,0.45978284,1.4840857982635498,4.212591695785518,7.75833999633789,200.52332194500195,False
72,166.06706071900044,1.8907506,4553.6794438587285,18.792064616998687,1824,1.8050968647003174,7038.5796,4267.6333,0.48652735,1.437056064605713,3.7504649639129584,6.486182737350463,184.86294528400322,False
73,169.03367437899942,1.885435,4555.438998586815,19.306627616002515,1824,1.7858983278274536,7038.58,4113.526,0.4921661,1.4082441329956055,3.6703038692474363,6.439697036743164,188.34338092700273,False
74,179.03960028800066,1.8551623,4556.458670106622,18.642028629001288,1824,1.8371981382369995,7038.58,4599.286,0.4496461,1.4531760215759277,3.858083534240721,6.529678802490231,197.68472122800085,False
75,171.66788569399796,1.818878,4358.818724869371,21.166163347999827,1824,1.7177815437316895,7038.58,4057.087,0.48851258,1.3661478757858276,3.345547437667844,6.352479324340819,192.83804153899837,False
76,184.14401398399787,1.8004473,4396.6967370267,21.778698004000034,1824,1.7332676649093628,7038.5796,3835.5645,0.4892506,1.3871994018554688,3.411054015159603,6.183310575485224,205.93011923299855,False
77,180.8772855740026,1.8062184,4381.101485413738,21.157875548000447,1824,1.734255313873291,7038.58,3973.9924,0.47342303,1.4086506366729736,3.5126791477203367,5.994081087112426,202.03814736399727,False
78,176.89082230799977,1.7969971,4285.526078114739,20.35339795699838,1824,1.7012569904327393,7038.5796,3798.3413,0.4558818,1.3628102540969849,3.434702348709106,5.714131326675414,197.25045818500075,False
79,176.95525989400267,1.7911692,4306.199441744728,18.772187022001162,1824,1.7010221481323242,7038.58,3944.2732,0.4455603,1.3918575048446655,3.4207193136215195,5.393841695785522,195.734727037001,False
80,178.29613111900107,1.7888775,4303.878444621206,19.524003768998227,1824,1.7315539121627808,7038.5796,3778.1882,0.5486238,1.397067904472351,3.5166915178298925,5.994182682037347,197.82648430299741,False
81,180.99263724400225,1.7770152,4275.964037600877,21.205684647000453,1824,1.687099814414978,7038.5796,3827.5564,0.44134712,1.3548808097839355,3.4373338460922223,5.8909381961822405,202.2050094160004,False
82,185.72347824499957,1.7827122,4298.103984686365,18.844450062999385,1824,1.7111976146697998,7038.58,3941.305,0.4335494,1.35880708694458,3.5193263292312618,6.223169116973874,204.57420005699896,False
83,186.5090366689983,1.762104,4256.688036757942,19.67593372400006,1824,1.7118018865585327,7038.5796,3683.2375,0.5720931,1.402456521987915,3.4369969606399535,5.457540798187255,206.19201157000134,False
84,184.47381615199993,1.7693362,4187.20445311854,19.93633331899764,1824,1.7876641750335693,7038.58,4275.187,0.4179114,1.4350517988204956,3.6924990177154533,6.249447498321527,204.41667885999777,False
85,166.4270146730014,1.7663771,4246.835214078443,19.333682020998822,1824,1.6804088354110718,7038.58,3732.946,0.523674,1.3830548524856567,3.302297091484068,5.996716718673706,185.76678244399955,False
86,181.17197648099682,1.7553403,4265.10112467547,19.624898940001003,1824,1.7183146476745605,7038.5796,3892.2805,0.5607501,1.4051740169525146,3.3951511621475214,5.472037630081176,200.80047479399946,False
87,169.32270827699904,1.7453486,4172.263625851251,18.75706926299972,1824,1.6974738836288452,7038.58,3918.0771,0.41788203,1.3674054145812988,3.3512983798980693,6.005614871978758,188.08611780099818,False
88,173.5546756440017,1.7465507,4180.402893911418,18.907262863998767,1824,1.673734426498413,7038.58,3813.812,0.45815045,1.3636306524276733,3.308523583412167,5.688750505447388,192.465362793002,False
89,173.03095365199988,1.7454016,4172.663358253995,19.17140713799745,1824,1.6907627582550049,7038.58,3850.1782,0.49236947,1.3745055198669434,3.2261277437210074,4.957059507369993,192.21937568800058,False
90,182.2432313979989,1.7452586,4195.974144975642,19.594686866999837,1824,1.65249502658844,7038.5796,3671.128,0.46063018,1.3333735466003418,3.1738297700881937,5.105201616287231,201.8500455559988,False
91,166.02858903599918,1.7305512,4161.8969915068665,19.970466168000712,1824,1.735594391822815,7038.58,4208.211,0.40646425,1.415446162223816,3.4717289924621575,6.14386068344116,186.00514591899992,False
92,181.1851891289989,1.7440464,4179.169773694221,18.74495980899883,1824,1.707304835319519,7038.58,4117.074,0.4095517,1.3572379350662231,3.483991479873654,5.7359878540039055,199.93337815700215,False
93,169.93561119199876,1.731263,4100.770830508834,19.459769419998338,1824,1.8287497758865356,7038.58,4424.8154,0.42077217,1.4960780143737793,3.810934686660764,6.398218469619749,189.3987642630018,False
94,164.9756742319987,1.7273675,4165.34724420382,18.68291260499973,1824,1.6733150482177734,7038.5796,3821.0505,0.43781918,1.3408112525939941,3.2477646589279154,5.765421876907348,183.6617355749986,False
95,167.89831462099755,1.7213645,4108.634593756259,21.3377654529977,1824,1.6988638639450073,7038.58,3869.0293,0.4428943,1.365774154663086,3.219882035255432,6.01889172554015,189.2395524450003,False
96,173.2115341610006,1.7228643,4130.386559363252,19.138788207998005,1824,1.6700961589813232,7038.5796,3849.0442,0.47330317,1.3693333864212036,3.2873696088790867,5.665964412689208,192.35394556900064,False
97,184.2617289209993,1.7283922,4058.6279458679646,21.487693797000247,1824,1.6876776218414307,7038.58,3965.124,0.46047163,1.356188416481018,3.3629155874252317,5.673556823730467,205.75308234000113,False
98,166.7705664109999,1.7272358,4058.23507803517,21.465824255999905,1824,1.689756989479065,7038.5796,4012.312,0.43357274,1.3646012544631958,3.4446370124816887,5.932012243270874,188.23986875000264,False
99,173.38200617199982,1.7273463,4053.227155458441,19.09064119300092,1824,1.6987049579620361,7038.5796,4111.2715,0.43372223,1.3864363431930542,3.3790703296661375,5.508758296966552,192.4762078729982,False
100,164.56853263400262,1.7230818,4146.908958450383,18.7124554309994,1824,1.6680660247802734,7038.58,3697.9263,0.43122196,1.376691460609436,3.2174814462661745,5.9653657817840555,183.28419944000052,False
101,179.2546749489993,1.7051787,3971.7867301460874,21.397654144002445,1824,1.6550464630126953,7038.5796,3696.7744,0.42937797,1.367822527885437,3.1798480749130236,5.500423383712768,200.65632597599688,False
102,186.91532549600015,1.7068511,4016.3258874577127,21.554154443001607,1824,1.6468015909194946,7038.5796,3627.8252,0.41163358,1.3404185771942139,3.093979072570801,5.530759944915768,208.47988376399735,False
103,179.49406228000225,1.7216823,4045.3580880257514,21.257866722000472,1824,1.7105313539505005,7038.5796,4233.178,0.43121094,1.417769432067871,3.3115795135498023,5.673474950790405,200.7553461949974,False
104,179.14556038199953,1.7006907,4030.5663419858706,19.061372097999993,1824,1.6664423942565918,7038.58,3999.8777,0.4181707,1.389067530632019,3.245542287826536,5.661022958755493,198.21013438499722,False
105,177.54502405200037,1.7016499,3908.1125069814407,19.55160737299957,1824,1.6630077362060547,7038.58,3850.0613,0.40939465,1.3427708148956299,3.3452277660369862,5.492709875106811,197.10015941799793,False
106,173.18705979399965,1.7045009,3992.88228296369,18.882550565998827,1824,1.6202960014343262,7038.58,3552.6863,0.4674821,1.338059663772583,3.071758341789245,5.496704921722411,192.0781705929985,False
107,165.24001962200055,1.6943961,3953.2292412585984,18.672626669002057,1824,1.720855474472046,7038.5796,4243.645,0.44017595,1.429938793182373,3.2821478843688965,5.376909408569336,183.91586450600153,False
108,167.40585889199792,1.7158289,3979.6388362617927,21.921270347000245,1824,1.644976019859314,7038.58,3549.6663,0.45934293,1.3439342975616455,3.2828666687011707,5.590800609588621,189.3342413620012,False
109,186.69850392700027,1.7118162,3994.505328542378,19.55748269399919,1824,1.6326886415481567,7038.5796,3532.8179,0.48568588,1.343946099281311,3.177602243423462,4.824974269866943,206.2660619269991,False
110,168.75214651299757,1.6918254,3917.8844924470995,18.714852457000234,1824,1.6306865215301514,7038.5796,3476.1777,0.47953066,1.324887990951538,3.1186674833297725,5.4252960777282695,187.47652064900103,False
111,179.25664016800147,1.6964647,3961.3347461894273,19.80286888000046,1824,1.653022289276123,7038.58,3688.3647,0.44792742,1.3416458368301392,3.2070054292678822,5.668312749862668,199.06336534000002,False
112,165.36468669900205,1.6938617,3915.4875165041817,18.840059977999772,1824,1.6419806480407715,7038.58,3806.239,0.42429754,1.320183515548706,3.192906236648559,5.549155750274656,184.21060772400233,False
113,178.14385701900028,1.6855981,3915.7338506423116,20.587050562000513,1824,1.7065702676773071,7038.5796,4004.602,0.39671665,1.3888885974884033,3.385826897621153,5.334548816680907,198.73690472499948,False
114,181.66214138400028,1.6993753,3919.40174450518,21.29836261300079,1824,1.6637040376663208,7038.58,3772.1816,0.43446094,1.330057978630066,3.3662590265274046,5.552983474731445,202.96427566000057,False
115,187.23937739799658,1.6978112,3944.3355310767324,19.05321708200063,1824,1.629804253578186,7038.58,3626.4658,0.4214549,1.3199164867401123,3.232685136795043,5.089113521575926,206.29885571999694,False
116,176.99445741800082,1.6877029,3858.4271284943406,19.19305879500098,1824,1.6288204193115234,7038.58,3573.9,0.4116104,1.338770866394043,3.1407704114913932,5.057681894302365,196.190583091,False
117,172.26412185500158,1.6858754,3898.7448873321646,20.627375546999247,1824,1.6057907342910767,7038.58,3411.2144,0.3966412,1.3300142288208008,3.1622395753860473,4.758854484558098,192.90472003499963,False
118,188.9927425900023,1.6935965,3880.938719788855,21.35651912100002,1824,1.668480396270752,7038.58,3817.1624,0.4571791,1.3544102907180786,3.2562041282653804,5.309561033248901,210.35255462299756,False
119,181.050604611999,1.6764919,3848.855110393994,18.855317724002816,1824,1.6127567291259766,7038.5796,3448.6274,0.45212325,1.32759428024292,3.115815663337707,5.253889141082762,199.909489777001,False
120,175.72741478499665,1.6877085,3882.9639842453207,21.49876533600036,1824,1.6761103868484497,7038.58,3820.2034,0.3868497,1.3804140090942383,3.388719224929809,5.707222995758055,197.23332707100053,False
121,173.51688484799888,1.688092,3856.6172767172666,21.23404566699901,1824,1.6201478242874146,7038.58,3355.0447,0.48390508,1.3203834295272827,3.1267451763153056,5.043164672851561,194.7577410069971,False
122,184.99522993199935,1.7009815,3890.0387852603358,21.148880444001406,1824,1.6254945993423462,7038.5796,3510.7576,0.4106398,1.3346482515335083,3.199150252342222,5.460575914382933,206.14734183199835,False
123,187.90044423699874,1.6832086,3824.603837691429,21.702531603001262,1824,1.6236965656280518,7038.5796,3551.338,0.41068617,1.3150951862335205,3.1526023387908912,5.379663133621214,209.61062099899937,False
124,183.6686646269991,1.6824341,3812.247796265418,21.487630480001826,1824,1.6506272554397583,7038.58,3635.7886,0.39792818,1.3582969903945923,3.3018680334091184,5.483326387405394,205.16006923200257,False
125,178.6095818089998,1.6621891,3766.5224595817626,20.507635439000296,1824,1.6901203393936157,7038.5796,3865.2236,0.389462,1.3784207105636597,3.350086760520935,5.788048944473266,199.12050704799913,False
126,165.9290382429972,1.6807562,3873.100037211254,19.10918772399964,1824,1.6552040576934814,7038.58,3713.4277,0.3976137,1.3212791681289673,3.2545733213424684,5.420046005249011,185.0415163459984,False
127,183.0883172850008,1.677583,3780.4997574440636,21.214695629001653,1824,1.652551293373108,7038.5796,3621.853,0.38752392,1.3282619714736938,3.3157294273376454,5.95262985229492,204.30653486400115,False
128,166.72773166499974,1.6686965,3781.463378580843,19.133848759000102,1824,1.710167407989502,7038.5796,4096.5063,0.41624594,1.3888293504714966,3.442187786102295,5.495645942687988,185.86534707100145,False
129,168.12512680299915,1.673249,3814.1887726188934,21.810440859000664,1824,1.7296098470687866,7038.58,4015.3948,0.38979942,1.383540153503418,3.6088788270950314,6.049287710189819,189.93910498800324,False
130,178.0054850910019,1.6636865,3756.6437162000575,21.51383407600224,1824,1.6210960149765015,7038.58,3498.6277,0.4164782,1.3123880624771118,3.2717230558395385,5.257879009246826,199.52570590100004,False
131,183.05122991400276,1.6684768,3758.1685706491444,21.51806249800211,1824,1.6476361751556396,7038.5796,3725.4976,0.38802835,1.327005386352539,3.2512284755706773,5.626541051864623,204.5725324269988,False
132,187.32479366900225,1.6807725,3820.4991308032018,19.028321247998974,1824,1.7467491626739502,7038.58,4173.6143,0.4005275,1.4258204698562622,3.6037294387817376,5.481053142547606,206.35612685600063,False
133,186.27282892900257,1.6840508,3829.600792461009,21.354255356000067,1824,1.6488879919052124,7038.58,3593.9321,0.40681428,1.3346493244171143,3.302160239219663,5.8694683742523175,207.63049526500254,False
134,173.30363041500095,1.7185243,3817.4407686241025,21.257208892999188,1824,1.6645526885986328,7038.5796,3651.8352,0.42376137,1.3453303575515747,3.287137079238889,5.047611446380614,194.56410455100195,False
